id,start,end,energy
33,2023-02-21 08:00:00-05:00,2023-02-21 08:14:59-05:00,75.0
34,2023-02-21 08:15:00-05:00,2023-02-21 08:29:59-05:00,76.0
35,2023-02-21 08:30:00-05:00,2023-02-21 08:44:59-05:00,75.0
36,2023-02-21 08:45:00-05:00,2023-02-21 08:59:59-05:00,76.0
37,2023-02-21 09:00:00-05:00,2023-02-21 09:14:59-05:00,80.0
38,2023-02-21 09:15:00-05:00,2023-02-21 09:29:59-05:00,87.0
39,2023-02-21 09:30:00-05:00,2023-02-21 09:44:59-05:00,88.0
40,2023-02-21 09:45:00-05:00,2023-02-21 09:59:59-05:00,84.0
41,2023-02-21 10:00:00-05:00,2023-02-21 10:14:59-05:00,85.0
42,2023-02-21 10:15:00-05:00,2023-02-21 10:29:59-05:00,86.0
43,2023-02-21 10:30:00-05:00,2023-02-21 10:44:59-05:00,87.0
44,2023-02-21 10:45:00-05:00,2023-02-21 10:59:59-05:00,87.0
45,2023-02-21 11:00:00-05:00,2023-02-21 11:14:59-05:00,87.0
46,2023-02-21 11:15:00-05:00,2023-02-21 11:29:59-05:00,90.0
47,2023-02-21 11:30:00-05:00,2023-02-21 11:44:59-05:00,91.0
48,2023-02-21 11:45:00-05:00,2023-02-21 11:59:59-05:00,93.0
49,2023-02-21 12:00:00-05:00,2023-02-21 12:14:59-05:00,94.0
50,2023-02-21 12:15:00-05:00,2023-02-21 12:29:59-05:00,96.0
51,2023-02-21 12:30:00-05:00,2023-02-21 12:44:59-05:00,104.0
52,2023-02-21 12:45:00-05:00,2023-02-21 12:59:59-05:00,108.0
53,2023-02-21 13:00:00-05:00,2023-02-21 13:14:59-05:00,104.0
54,2023-02-21 13:15:00-05:00,2023-02-21 13:29:59-05:00,101.0
55,2023-02-21 13:30:00-05:00,2023-02-21 13:44:59-05:00,95.0
56,2023-02-21 13:45:00-05:00,2023-02-21 13:59:59-05:00,101.0
57,2023-02-21 14:00:00-05:00,2023-02-21 14:14:59-05:00,95.0
58,2023-02-21 14:15:00-05:00,2023-02-21 14:29:59-05:00,98.0
59,2023-02-21 14:30:00-05:00,2023-02-21 14:44:59-05:00,102.0
60,2023-02-21 14:45:00-05:00,2023-02-21 14:59:59-05:00,103.0
61,2023-02-21 15:00:00-05:00,2023-02-21 15:14:59-05:00,101.0
62,2023-02-21 15:15:00-05:00,2023-02-21 15:29:59-05:00,105.0
63,2023-02-21 15:30:00-05:00,2023-02-21 15:44:59-05:00,99.0
64,2023-02-21 15:45:00-05:00,2023-02-21 15:59:59-05:00,99.0
65,2023-02-21 16:00:00-05:00,2023-02-21 16:14:59-05:00,99.0
66,2023-02-21 16:15:00-05:00,2023-02-21 16:29:59-05:00,99.0
67,2023-02-21 16:30:00-05:00,2023-02-21 16:44:59-05:00,98.0
68,2023-02-21 16:45:00-05:00,2023-02-21 16:59:59-05:00,94.0
69,2023-02-21 17:00:00-05:00,2023-02-21 17:14:59-05:00,96.0
70,2023-02-21 17:15:00-05:00,2023-02-21 17:29:59-05:00,92.0
71,2023-02-21 17:30:00-05:00,2023-02-21 17:44:59-05:00,95.0
72,2023-02-21 17:45:00-05:00,2023-02-21 17:59:59-05:00,94.0
73,2023-02-21 18:00:00-05:00,2023-02-21 18:14:59-05:00,86.0
74,2023-02-21 18:15:00-05:00,2023-02-21 18:29:59-05:00,87.0
75,2023-02-21 18:30:00-05:00,2023-02-21 18:44:59-05:00,85.0
76,2023-02-21 18:45:00-05:00,2023-02-21 18:59:59-05:00,85.0
77,2023-02-21 19:00:00-05:00,2023-02-21 19:14:59-05:00,84.0
78,2023-02-21 19:15:00-05:00,2023-02-21 19:29:59-05:00,85.0
79,2023-02-21 19:30:00-05:00,2023-02-21 19:44:59-05:00,84.0
80,2023-02-21 19:45:00-05:00,2023-02-21 19:59:59-05:00,84.0
81,2023-02-21 20:00:00-05:00,2023-02-21 20:14:59-05:00,81.0
82,2023-02-21 20:15:00-05:00,2023-02-21 20:29:59-05:00,82.0
83,2023-02-21 20:30:00-05:00,2023-02-21 20:44:59-05:00,86.0
84,2023-02-21 20:45:00-05:00,2023-02-21 20:59:59-05:00,80.0
85,2023-02-21 21:00:00-05:00,2023-02-21 21:14:59-05:00,78.0
86,2023-02-21 21:15:00-05:00,2023-02-21 21:29:59-05:00,78.0
87,2023-02-21 21:30:00-05:00,2023-02-21 21:44:59-05:00,79.0
88,2023-02-21 21:45:00-05:00,2023-02-21 21:59:59-05:00,76.0
89,2023-02-21 22:00:00-05:00,2023-02-21 22:14:59-05:00,75.0
90,2023-02-21 22:15:00-05:00,2023-02-21 22:29:59-05:00,71.0
91,2023-02-21 22:30:00-05:00,2023-02-21 22:44:59-05:00,69.0
92,2023-02-21 22:45:00-05:00,2023-02-21 22:59:59-05:00,69.0
93,2023-02-21 23:00:00-05:00,2023-02-21 23:14:59-05:00,67.0
94,2023-02-21 23:15:00-05:00,2023-02-21 23:29:59-05:00,66.0
95,2023-02-21 23:30:00-05:00,2023-02-21 23:44:59-05:00,67.0
96,2023-02-21 23:45:00-05:00,2023-02-21 23:59:59-05:00,68.0
1,2023-02-22 00:00:00-05:00,2023-02-22 00:14:59-05:00,66.0
2,2023-02-22 00:15:00-05:00,2023-02-22 00:29:59-05:00,65.0
3,2023-02-22 00:30:00-05:00,2023-02-22 00:44:59-05:00,66.0
4,2023-02-22 00:45:00-05:00,2023-02-22 00:59:59-05:00,65.0
5,2023-02-22 01:00:00-05:00,2023-02-22 01:14:59-05:00,65.0
6,2023-02-22 01:15:00-05:00,2023-02-22 01:29:59-05:00,65.0
7,2023-02-22 01:30:00-05:00,2023-02-22 01:44:59-05:00,67.0
8,2023-02-22 01:45:00-05:00,2023-02-22 01:59:59-05:00,63.0
9,2023-02-22 02:00:00-05:00,2023-02-22 02:14:59-05:00,63.0
10,2023-02-22 02:15:00-05:00,2023-02-22 02:29:59-05:00,60.0
11,2023-02-22 02:30:00-05:00,2023-02-22 02:44:59-05:00,62.0
12,2023-02-22 02:45:00-05:00,2023-02-22 02:59:59-05:00,61.0
13,2023-02-22 03:00:00-05:00,2023-02-22 03:14:59-05:00,62.0
14,2023-02-22 03:15:00-05:00,2023-02-22 03:29:59-05:00,59.0
15,2023-02-22 03:30:00-05:00,2023-02-22 03:44:59-05:00,62.0
16,2023-02-22 03:45:00-05:00,2023-02-22 03:59:59-05:00,63.0
17,2023-02-22 04:00:00-05:00,2023-02-22 04:14:59-05:00,65.0
18,2023-02-22 04:15:00-05:00,2023-02-22 04:29:59-05:00,72.0
19,2023-02-22 04:30:00-05:00,2023-02-22 04:44:59-05:00,78.0
20,2023-02-22 04:45:00-05:00,2023-02-22 04:59:59-05:00,72.0
21,2023-02-22 05:00:00-05:00,2023-02-22 05:14:59-05:00,73.0
22,2023-02-22 05:15:00-05:00,2023-02-22 05:29:59-05:00,74.0
23,2023-02-22 05:30:00-05:00,2023-02-22 05:44:59-05:00,77.0
24,2023-02-22 05:45:00-05:00,2023-02-22 05:59:59-05:00,74.0
25,2023-02-22 06:00:00-05:00,2023-02-22 06:14:59-05:00,77.0
26,2023-02-22 06:15:00-05:00,2023-02-22 06:29:59-05:00,81.0
27,2023-02-22 06:30:00-05:00,2023-02-22 06:44:59-05:00,79.0
28,2023-02-22 06:45:00-05:00,2023-02-22 06:59:59-05:00,79.0
29,2023-02-22 07:00:00-05:00,2023-02-22 07:14:59-05:00,81.0
30,2023-02-22 07:15:00-05:00,2023-02-22 07:29:59-05:00,77.0
31,2023-02-22 07:30:00-05:00,2023-02-22 07:44:59-05:00,77.0
32,2023-02-22 07:45:00-05:00,2023-02-22 07:59:59-05:00,76.0
33,2023-02-22 08:00:00-05:00,2023-02-22 08:14:59-05:00,79.0
34,2023-02-22 08:15:00-05:00,2023-02-22 08:29:59-05:00,77.0
35,2023-02-22 08:30:00-05:00,2023-02-22 08:44:59-05:00,79.0
36,2023-02-22 08:45:00-05:00,2023-02-22 08:59:59-05:00,83.0
37,2023-02-22 09:00:00-05:00,2023-02-22 09:14:59-05:00,85.0
38,2023-02-22 09:15:00-05:00,2023-02-22 09:29:59-05:00,86.0
39,2023-02-22 09:30:00-05:00,2023-02-22 09:44:59-05:00,90.0
40,2023-02-22 09:45:00-05:00,2023-02-22 09:59:59-05:00,89.0
41,2023-02-22 10:00:00-05:00,2023-02-22 10:14:59-05:00,91.0
42,2023-02-22 10:15:00-05:00,2023-02-22 10:29:59-05:00,91.0
43,2023-02-22 10:30:00-05:00,2023-02-22 10:44:59-05:00,93.0
44,2023-02-22 10:45:00-05:00,2023-02-22 10:59:59-05:00,85.0
45,2023-02-22 11:00:00-05:00,2023-02-22 11:14:59-05:00,93.0
46,2023-02-22 11:15:00-05:00,2023-02-22 11:29:59-05:00,90.0
47,2023-02-22 11:30:00-05:00,2023-02-22 11:44:59-05:00,89.0
48,2023-02-22 11:45:00-05:00,2023-02-22 11:59:59-05:00,92.0
49,2023-02-22 12:00:00-05:00,2023-02-22 12:14:59-05:00,89.0
50,2023-02-22 12:15:00-05:00,2023-02-22 12:29:59-05:00,93.0
51,2023-02-22 12:30:00-05:00,2023-02-22 12:44:59-05:00,91.0
52,2023-02-22 12:45:00-05:00,2023-02-22 12:59:59-05:00,94.0
53,2023-02-22 13:00:00-05:00,2023-02-22 13:14:59-05:00,99.0
54,2023-02-22 13:15:00-05:00,2023-02-22 13:29:59-05:00,97.0
55,2023-02-22 13:30:00-05:00,2023-02-22 13:44:59-05:00,100.0
56,2023-02-22 13:45:00-05:00,2023-02-22 13:59:59-05:00,100.0
57,2023-02-22 14:00:00-05:00,2023-02-22 14:14:59-05:00,101.0
58,2023-02-22 14:15:00-05:00,2023-02-22 14:29:59-05:00,96.0
59,2023-02-22 14:30:00-05:00,2023-02-22 14:44:59-05:00,103.0
60,2023-02-22 14:45:00-05:00,2023-02-22 14:59:59-05:00,100.0
61,2023-02-22 15:00:00-05:00,2023-02-22 15:14:59-05:00,95.0
62,2023-02-22 15:15:00-05:00,2023-02-22 15:29:59-05:00,96.0
63,2023-02-22 15:30:00-05:00,2023-02-22 15:44:59-05:00,95.0
64,2023-02-22 15:45:00-05:00,2023-02-22 15:59:59-05:00,94.0
65,2023-02-22 16:00:00-05:00,2023-02-22 16:14:59-05:00,97.0
66,2023-02-22 16:15:00-05:00,2023-02-22 16:29:59-05:00,96.0
67,2023-02-22 16:30:00-05:00,2023-02-22 16:44:59-05:00,93.0
68,2023-02-22 16:45:00-05:00,2023-02-22 16:59:59-05:00,89.0
69,2023-02-22 17:00:00-05:00,2023-02-22 17:14:59-05:00,91.0
70,2023-02-22 17:15:00-05:00,2023-02-22 17:29:59-05:00,89.0
71,2023-02-22 17:30:00-05:00,2023-02-22 17:44:59-05:00,88.0
72,2023-02-22 17:45:00-05:00,2023-02-22 17:59:59-05:00,88.0
73,2023-02-22 18:00:00-05:00,2023-02-22 18:14:59-05:00,87.0
74,2023-02-22 18:15:00-05:00,2023-02-22 18:29:59-05:00,87.0
75,2023-02-22 18:30:00-05:00,2023-02-22 18:44:59-05:00,87.0
76,2023-02-22 18:45:00-05:00,2023-02-22 18:59:59-05:00,85.0
77,2023-02-22 19:00:00-05:00,2023-02-22 19:14:59-05:00,80.0
78,2023-02-22 19:15:00-05:00,2023-02-22 19:29:59-05:00,80.0
79,2023-02-22 19:30:00-05:00,2023-02-22 19:44:59-05:00,77.0
80,2023-02-22 19:45:00-05:00,2023-02-22 19:59:59-05:00,78.0
81,2023-02-22 20:00:00-05:00,2023-02-22 20:14:59-05:00,77.0
82,2023-02-22 20:15:00-05:00,2023-02-22 20:29:59-05:00,77.0
83,2023-02-22 20:30:00-05:00,2023-02-22 20:44:59-05:00,73.0
84,2023-02-22 20:45:00-05:00,2023-02-22 20:59:59-05:00,73.0
85,2023-02-22 21:00:00-05:00,2023-02-22 21:14:59-05:00,72.0
86,2023-02-22 21:15:00-05:00,2023-02-22 21:29:59-05:00,75.0
87,2023-02-22 21:30:00-05:00,2023-02-22 21:44:59-05:00,76.0
88,2023-02-22 21:45:00-05:00,2023-02-22 21:59:59-05:00,76.0
89,2023-02-22 22:00:00-05:00,2023-02-22 22:14:59-05:00,77.0
90,2023-02-22 22:15:00-05:00,2023-02-22 22:29:59-05:00,72.0
91,2023-02-22 22:30:00-05:00,2023-02-22 22:44:59-05:00,68.0
92,2023-02-22 22:45:00-05:00,2023-02-22 22:59:59-05:00,72.0
93,2023-02-22 23:00:00-05:00,2023-02-22 23:14:59-05:00,71.0
94,2023-02-22 23:15:00-05:00,2023-02-22 23:29:59-05:00,69.0
95,2023-02-22 23:30:00-05:00,2023-02-22 23:44:59-05:00,69.0
96,2023-02-22 23:45:00-05:00,2023-02-22 23:59:59-05:00,67.0
1,2023-02-23 00:00:00-05:00,2023-02-23 00:14:59-05:00,69.0
2,2023-02-23 00:15:00-05:00,2023-02-23 00:29:59-05:00,65.0
3,2023-02-23 00:30:00-05:00,2023-02-23 00:44:59-05:00,67.0
4,2023-02-23 00:45:00-05:00,2023-02-23 00:59:59-05:00,61.0
5,2023-02-23 01:00:00-05:00,2023-02-23 01:14:59-05:00,61.0
6,2023-02-23 01:15:00-05:00,2023-02-23 01:29:59-05:00,60.0
7,2023-02-23 01:30:00-05:00,2023-02-23 01:44:59-05:00,59.0
8,2023-02-23 01:45:00-05:00,2023-02-23 01:59:59-05:00,59.0
9,2023-02-23 02:00:00-05:00,2023-02-23 02:14:59-05:00,61.0
10,2023-02-23 02:15:00-05:00,2023-02-23 02:29:59-05:00,56.0
11,2023-02-23 02:30:00-05:00,2023-02-23 02:44:59-05:00,56.0
12,2023-02-23 02:45:00-05:00,2023-02-23 02:59:59-05:00,56.0
13,2023-02-23 03:00:00-05:00,2023-02-23 03:14:59-05:00,60.0
14,2023-02-23 03:15:00-05:00,2023-02-23 03:29:59-05:00,59.0
15,2023-02-23 03:30:00-05:00,2023-02-23 03:44:59-05:00,61.0
16,2023-02-23 03:45:00-05:00,2023-02-23 03:59:59-05:00,63.0
17,2023-02-23 04:00:00-05:00,2023-02-23 04:14:59-05:00,66.0
18,2023-02-23 04:15:00-05:00,2023-02-23 04:29:59-05:00,68.0
19,2023-02-23 04:30:00-05:00,2023-02-23 04:44:59-05:00,71.0
20,2023-02-23 04:45:00-05:00,2023-02-23 04:59:59-05:00,68.0
21,2023-02-23 05:00:00-05:00,2023-02-23 05:14:59-05:00,72.0
22,2023-02-23 05:15:00-05:00,2023-02-23 05:29:59-05:00,73.0
23,2023-02-23 05:30:00-05:00,2023-02-23 05:44:59-05:00,72.0
24,2023-02-23 05:45:00-05:00,2023-02-23 05:59:59-05:00,71.0
25,2023-02-23 06:00:00-05:00,2023-02-23 06:14:59-05:00,75.0
26,2023-02-23 06:15:00-05:00,2023-02-23 06:29:59-05:00,77.0
27,2023-02-23 06:30:00-05:00,2023-02-23 06:44:59-05:00,75.0
28,2023-02-23 06:45:00-05:00,2023-02-23 06:59:59-05:00,77.0
29,2023-02-23 07:00:00-05:00,2023-02-23 07:14:59-05:00,79.0
30,2023-02-23 07:15:00-05:00,2023-02-23 07:29:59-05:00,76.0
31,2023-02-23 07:30:00-05:00,2023-02-23 07:44:59-05:00,76.0
32,2023-02-23 07:45:00-05:00,2023-02-23 07:59:59-05:00,76.0
33,2023-02-23 08:00:00-05:00,2023-02-23 08:14:59-05:00,71.0
34,2023-02-23 08:15:00-05:00,2023-02-23 08:29:59-05:00,76.0
35,2023-02-23 08:30:00-05:00,2023-02-23 08:44:59-05:00,76.0
36,2023-02-23 08:45:00-05:00,2023-02-23 08:59:59-05:00,78.0
37,2023-02-23 09:00:00-05:00,2023-02-23 09:14:59-05:00,79.0
38,2023-02-23 09:15:00-05:00,2023-02-23 09:29:59-05:00,82.0
39,2023-02-23 09:30:00-05:00,2023-02-23 09:44:59-05:00,84.0
40,2023-02-23 09:45:00-05:00,2023-02-23 09:59:59-05:00,86.0
41,2023-02-23 10:00:00-05:00,2023-02-23 10:14:59-05:00,89.0
42,2023-02-23 10:15:00-05:00,2023-02-23 10:29:59-05:00,88.0
43,2023-02-23 10:30:00-05:00,2023-02-23 10:44:59-05:00,90.0
44,2023-02-23 10:45:00-05:00,2023-02-23 10:59:59-05:00,97.0
45,2023-02-23 11:00:00-05:00,2023-02-23 11:14:59-05:00,91.0
46,2023-02-23 11:15:00-05:00,2023-02-23 11:29:59-05:00,90.0
47,2023-02-23 11:30:00-05:00,2023-02-23 11:44:59-05:00,88.0
48,2023-02-23 11:45:00-05:00,2023-02-23 11:59:59-05:00,90.0
49,2023-02-23 12:00:00-05:00,2023-02-23 12:14:59-05:00,94.0
50,2023-02-23 12:15:00-05:00,2023-02-23 12:29:59-05:00,105.0
51,2023-02-23 12:30:00-05:00,2023-02-23 12:44:59-05:00,110.0
52,2023-02-23 12:45:00-05:00,2023-02-23 12:59:59-05:00,110.0
53,2023-02-23 13:00:00-05:00,2023-02-23 13:14:59-05:00,106.0
54,2023-02-23 13:15:00-05:00,2023-02-23 13:29:59-05:00,109.0
55,2023-02-23 13:30:00-05:00,2023-02-23 13:44:59-05:00,112.0
56,2023-02-23 13:45:00-05:00,2023-02-23 13:59:59-05:00,111.0
57,2023-02-23 14:00:00-05:00,2023-02-23 14:14:59-05:00,117.0
58,2023-02-23 14:15:00-05:00,2023-02-23 14:29:59-05:00,116.0
59,2023-02-23 14:30:00-05:00,2023-02-23 14:44:59-05:00,121.0
60,2023-02-23 14:45:00-05:00,2023-02-23 14:59:59-05:00,120.0
61,2023-02-23 15:00:00-05:00,2023-02-23 15:14:59-05:00,121.0
62,2023-02-23 15:15:00-05:00,2023-02-23 15:29:59-05:00,125.0
63,2023-02-23 15:30:00-05:00,2023-02-23 15:44:59-05:00,124.0
64,2023-02-23 15:45:00-05:00,2023-02-23 15:59:59-05:00,124.0
65,2023-02-23 16:00:00-05:00,2023-02-23 16:14:59-05:00,126.0
66,2023-02-23 16:15:00-05:00,2023-02-23 16:29:59-05:00,124.0
67,2023-02-23 16:30:00-05:00,2023-02-23 16:44:59-05:00,126.0
68,2023-02-23 16:45:00-05:00,2023-02-23 16:59:59-05:00,124.0
69,2023-02-23 17:00:00-05:00,2023-02-23 17:14:59-05:00,122.0
70,2023-02-23 17:15:00-05:00,2023-02-23 17:29:59-05:00,115.0
71,2023-02-23 17:30:00-05:00,2023-02-23 17:44:59-05:00,112.0
72,2023-02-23 17:45:00-05:00,2023-02-23 17:59:59-05:00,110.0
73,2023-02-23 18:00:00-05:00,2023-02-23 18:14:59-05:00,107.0
74,2023-02-23 18:15:00-05:00,2023-02-23 18:29:59-05:00,96.0
75,2023-02-23 18:30:00-05:00,2023-02-23 18:44:59-05:00,98.0
76,2023-02-23 18:45:00-05:00,2023-02-23 18:59:59-05:00,93.0
77,2023-02-23 19:00:00-05:00,2023-02-23 19:14:59-05:00,94.0
78,2023-02-23 19:15:00-05:00,2023-02-23 19:29:59-05:00,88.0
79,2023-02-23 19:30:00-05:00,2023-02-23 19:44:59-05:00,89.0
80,2023-02-23 19:45:00-05:00,2023-02-23 19:59:59-05:00,85.0
81,2023-02-23 20:00:00-05:00,2023-02-23 20:14:59-05:00,85.0
82,2023-02-23 20:15:00-05:00,2023-02-23 20:29:59-05:00,81.0
83,2023-02-23 20:30:00-05:00,2023-02-23 20:44:59-05:00,82.0
84,2023-02-23 20:45:00-05:00,2023-02-23 20:59:59-05:00,78.0
85,2023-02-23 21:00:00-05:00,2023-02-23 21:14:59-05:00,72.0
86,2023-02-23 21:15:00-05:00,2023-02-23 21:29:59-05:00,73.0
87,2023-02-23 21:30:00-05:00,2023-02-23 21:44:59-05:00,70.0
88,2023-02-23 21:45:00-05:00,2023-02-23 21:59:59-05:00,71.0
89,2023-02-23 22:00:00-05:00,2023-02-23 22:14:59-05:00,73.0
90,2023-02-23 22:15:00-05:00,2023-02-23 22:29:59-05:00,78.0
91,2023-02-23 22:30:00-05:00,2023-02-23 22:44:59-05:00,69.0
92,2023-02-23 22:45:00-05:00,2023-02-23 22:59:59-05:00,65.0
93,2023-02-23 23:00:00-05:00,2023-02-23 23:14:59-05:00,64.0
94,2023-02-23 23:15:00-05:00,2023-02-23 23:29:59-05:00,64.0
95,2023-02-23 23:30:00-05:00,2023-02-23 23:44:59-05:00,61.0
96,2023-02-23 23:45:00-05:00,2023-02-23 23:59:59-05:00,62.0
1,2023-02-24 00:00:00-05:00,2023-02-24 00:14:59-05:00,68.0
2,2023-02-24 00:15:00-05:00,2023-02-24 00:29:59-05:00,59.0
3,2023-02-24 00:30:00-05:00,2023-02-24 00:44:59-05:00,61.0
4,2023-02-24 00:45:00-05:00,2023-02-24 00:59:59-05:00,59.0
5,2023-02-24 01:00:00-05:00,2023-02-24 01:14:59-05:00,60.0
6,2023-02-24 01:15:00-05:00,2023-02-24 01:29:59-05:00,66.0
7,2023-02-24 01:30:00-05:00,2023-02-24 01:44:59-05:00,68.0
8,2023-02-24 01:45:00-05:00,2023-02-24 01:59:59-05:00,60.0
9,2023-02-24 02:00:00-05:00,2023-02-24 02:14:59-05:00,56.0
10,2023-02-24 02:15:00-05:00,2023-02-24 02:29:59-05:00,57.0
11,2023-02-24 02:30:00-05:00,2023-02-24 02:44:59-05:00,57.0
12,2023-02-24 02:45:00-05:00,2023-02-24 02:59:59-05:00,56.0
13,2023-02-24 03:00:00-05:00,2023-02-24 03:14:59-05:00,56.0
14,2023-02-24 03:15:00-05:00,2023-02-24 03:29:59-05:00,70.0
15,2023-02-24 03:30:00-05:00,2023-02-24 03:44:59-05:00,59.0
16,2023-02-24 03:45:00-05:00,2023-02-24 03:59:59-05:00,59.0
17,2023-02-24 04:00:00-05:00,2023-02-24 04:14:59-05:00,60.0
18,2023-02-24 04:15:00-05:00,2023-02-24 04:29:59-05:00,75.0
19,2023-02-24 04:30:00-05:00,2023-02-24 04:44:59-05:00,70.0
20,2023-02-24 04:45:00-05:00,2023-02-24 04:59:59-05:00,67.0
21,2023-02-24 05:00:00-05:00,2023-02-24 05:14:59-05:00,63.0
22,2023-02-24 05:15:00-05:00,2023-02-24 05:29:59-05:00,65.0
23,2023-02-24 05:30:00-05:00,2023-02-24 05:44:59-05:00,69.0
24,2023-02-24 05:45:00-05:00,2023-02-24 05:59:59-05:00,70.0
25,2023-02-24 06:00:00-05:00,2023-02-24 06:14:59-05:00,72.0
26,2023-02-24 06:15:00-05:00,2023-02-24 06:29:59-05:00,73.0
27,2023-02-24 06:30:00-05:00,2023-02-24 06:44:59-05:00,71.0
28,2023-02-24 06:45:00-05:00,2023-02-24 06:59:59-05:00,72.0
29,2023-02-24 07:00:00-05:00,2023-02-24 07:14:59-05:00,71.0
30,2023-02-24 07:15:00-05:00,2023-02-24 07:29:59-05:00,71.0
31,2023-02-24 07:30:00-05:00,2023-02-24 07:44:59-05:00,70.0
32,2023-02-24 07:45:00-05:00,2023-02-24 07:59:59-05:00,72.0
33,2023-02-24 08:00:00-05:00,2023-02-24 08:14:59-05:00,74.0
34,2023-02-24 08:15:00-05:00,2023-02-24 08:29:59-05:00,72.0
35,2023-02-24 08:30:00-05:00,2023-02-24 08:44:59-05:00,74.0
36,2023-02-24 08:45:00-05:00,2023-02-24 08:59:59-05:00,73.0
37,2023-02-24 09:00:00-05:00,2023-02-24 09:14:59-05:00,80.0
38,2023-02-24 09:15:00-05:00,2023-02-24 09:29:59-05:00,80.0
39,2023-02-24 09:30:00-05:00,2023-02-24 09:44:59-05:00,84.0
40,2023-02-24 09:45:00-05:00,2023-02-24 09:59:59-05:00,87.0
41,2023-02-24 10:00:00-05:00,2023-02-24 10:14:59-05:00,87.0
42,2023-02-24 10:15:00-05:00,2023-02-24 10:29:59-05:00,89.0
43,2023-02-24 10:30:00-05:00,2023-02-24 10:44:59-05:00,89.0
44,2023-02-24 10:45:00-05:00,2023-02-24 10:59:59-05:00,91.0
45,2023-02-24 11:00:00-05:00,2023-02-24 11:14:59-05:00,93.0
46,2023-02-24 11:15:00-05:00,2023-02-24 11:29:59-05:00,92.0
47,2023-02-24 11:30:00-05:00,2023-02-24 11:44:59-05:00,92.0
48,2023-02-24 11:45:00-05:00,2023-02-24 11:59:59-05:00,92.0
49,2023-02-24 12:00:00-05:00,2023-02-24 12:14:59-05:00,90.0
50,2023-02-24 12:15:00-05:00,2023-02-24 12:29:59-05:00,95.0
51,2023-02-24 12:30:00-05:00,2023-02-24 12:44:59-05:00,96.0
52,2023-02-24 12:45:00-05:00,2023-02-24 12:59:59-05:00,96.0
53,2023-02-24 13:00:00-05:00,2023-02-24 13:14:59-05:00,99.0
54,2023-02-24 13:15:00-05:00,2023-02-24 13:29:59-05:00,101.0
55,2023-02-24 13:30:00-05:00,2023-02-24 13:44:59-05:00,99.0
56,2023-02-24 13:45:00-05:00,2023-02-24 13:59:59-05:00,99.0
57,2023-02-24 14:00:00-05:00,2023-02-24 14:14:59-05:00,101.0
58,2023-02-24 14:15:00-05:00,2023-02-24 14:29:59-05:00,100.0
59,2023-02-24 14:30:00-05:00,2023-02-24 14:44:59-05:00,98.0
60,2023-02-24 14:45:00-05:00,2023-02-24 14:59:59-05:00,98.0
61,2023-02-24 15:00:00-05:00,2023-02-24 15:14:59-05:00,94.0
62,2023-02-24 15:15:00-05:00,2023-02-24 15:29:59-05:00,93.0
63,2023-02-24 15:30:00-05:00,2023-02-24 15:44:59-05:00,93.0
64,2023-02-24 15:45:00-05:00,2023-02-24 15:59:59-05:00,95.0
65,2023-02-24 16:00:00-05:00,2023-02-24 16:14:59-05:00,95.0
66,2023-02-24 16:15:00-05:00,2023-02-24 16:29:59-05:00,92.0
67,2023-02-24 16:30:00-05:00,2023-02-24 16:44:59-05:00,88.0
68,2023-02-24 16:45:00-05:00,2023-02-24 16:59:59-05:00,87.0
69,2023-02-24 17:00:00-05:00,2023-02-24 17:14:59-05:00,84.0
70,2023-02-24 17:15:00-05:00,2023-02-24 17:29:59-05:00,85.0
71,2023-02-24 17:30:00-05:00,2023-02-24 17:44:59-05:00,83.0
72,2023-02-24 17:45:00-05:00,2023-02-24 17:59:59-05:00,81.0
73,2023-02-24 18:00:00-05:00,2023-02-24 18:14:59-05:00,81.0
74,2023-02-24 18:15:00-05:00,2023-02-24 18:29:59-05:00,80.0
75,2023-02-24 18:30:00-05:00,2023-02-24 18:44:59-05:00,81.0
76,2023-02-24 18:45:00-05:00,2023-02-24 18:59:59-05:00,80.0
77,2023-02-24 19:00:00-05:00,2023-02-24 19:14:59-05:00,81.0
78,2023-02-24 19:15:00-05:00,2023-02-24 19:29:59-05:00,79.0
79,2023-02-24 19:30:00-05:00,2023-02-24 19:44:59-05:00,79.0
80,2023-02-24 19:45:00-05:00,2023-02-24 19:59:59-05:00,80.0
81,2023-02-24 20:00:00-05:00,2023-02-24 20:14:59-05:00,80.0
82,2023-02-24 20:15:00-05:00,2023-02-24 20:29:59-05:00,77.0
83,2023-02-24 20:30:00-05:00,2023-02-24 20:44:59-05:00,77.0
84,2023-02-24 20:45:00-05:00,2023-02-24 20:59:59-05:00,78.0
85,2023-02-24 21:00:00-05:00,2023-02-24 21:14:59-05:00,78.0
86,2023-02-24 21:15:00-05:00,2023-02-24 21:29:59-05:00,77.0
87,2023-02-24 21:30:00-05:00,2023-02-24 21:44:59-05:00,77.0
88,2023-02-24 21:45:00-05:00,2023-02-24 21:59:59-05:00,76.0
89,2023-02-24 22:00:00-05:00,2023-02-24 22:14:59-05:00,76.0
90,2023-02-24 22:15:00-05:00,2023-02-24 22:29:59-05:00,74.0
91,2023-02-24 22:30:00-05:00,2023-02-24 22:44:59-05:00,72.0
92,2023-02-24 22:45:00-05:00,2023-02-24 22:59:59-05:00,69.0
93,2023-02-24 23:00:00-05:00,2023-02-24 23:14:59-05:00,69.0
