id,start,end,energy
94,2023-02-24 23:15:00-05:00,2023-02-24 23:29:59-05:00,67.0
95,2023-02-24 23:30:00-05:00,2023-02-24 23:44:59-05:00,67.0
96,2023-02-24 23:45:00-05:00,2023-02-24 23:59:59-05:00,65.0
1,2023-02-25 00:00:00-05:00,2023-02-25 00:14:59-05:00,68.0
2,2023-02-25 00:15:00-05:00,2023-02-25 00:29:59-05:00,64.0
3,2023-02-25 00:30:00-05:00,2023-02-25 00:44:59-05:00,62.0
4,2023-02-25 00:45:00-05:00,2023-02-25 00:59:59-05:00,63.0
5,2023-02-25 01:00:00-05:00,2023-02-25 01:14:59-05:00,62.0
6,2023-02-25 01:15:00-05:00,2023-02-25 01:29:59-05:00,63.0
7,2023-02-25 01:30:00-05:00,2023-02-25 01:44:59-05:00,64.0
8,2023-02-25 01:45:00-05:00,2023-02-25 01:59:59-05:00,62.0
9,2023-02-25 02:00:00-05:00,2023-02-25 02:14:59-05:00,64.0
10,2023-02-25 02:15:00-05:00,2023-02-25 02:29:59-05:00,60.0
11,2023-02-25 02:30:00-05:00,2023-02-25 02:44:59-05:00,60.0
12,2023-02-25 02:45:00-05:00,2023-02-25 02:59:59-05:00,55.0
13,2023-02-25 03:00:00-05:00,2023-02-25 03:14:59-05:00,59.0
14,2023-02-25 03:15:00-05:00,2023-02-25 03:29:59-05:00,58.0
15,2023-02-25 03:30:00-05:00,2023-02-25 03:44:59-05:00,57.0
16,2023-02-25 03:45:00-05:00,2023-02-25 03:59:59-05:00,57.0
17,2023-02-25 04:00:00-05:00,2023-02-25 04:14:59-05:00,54.0
18,2023-02-25 04:15:00-05:00,2023-02-25 04:29:59-05:00,58.0
19,2023-02-25 04:30:00-05:00,2023-02-25 04:44:59-05:00,55.0
20,2023-02-25 04:45:00-05:00,2023-02-25 04:59:59-05:00,59.0
21,2023-02-25 05:00:00-05:00,2023-02-25 05:14:59-05:00,56.0
22,2023-02-25 05:15:00-05:00,2023-02-25 05:29:59-05:00,55.0
23,2023-02-25 05:30:00-05:00,2023-02-25 05:44:59-05:00,58.0
24,2023-02-25 05:45:00-05:00,2023-02-25 05:59:59-05:00,57.0
25,2023-02-25 06:00:00-05:00,2023-02-25 06:14:59-05:00,56.0
26,2023-02-25 06:15:00-05:00,2023-02-25 06:29:59-05:00,59.0
27,2023-02-25 06:30:00-05:00,2023-02-25 06:44:59-05:00,58.0
28,2023-02-25 06:45:00-05:00,2023-02-25 06:59:59-05:00,55.0
29,2023-02-25 07:00:00-05:00,2023-02-25 07:14:59-05:00,56.0
30,2023-02-25 07:15:00-05:00,2023-02-25 07:29:59-05:00,59.0
31,2023-02-25 07:30:00-05:00,2023-02-25 07:44:59-05:00,57.0
32,2023-02-25 07:45:00-05:00,2023-02-25 07:59:59-05:00,64.0
33,2023-02-25 08:00:00-05:00,2023-02-25 08:14:59-05:00,60.0
34,2023-02-25 08:15:00-05:00,2023-02-25 08:29:59-05:00,63.0
35,2023-02-25 08:30:00-05:00,2023-02-25 08:44:59-05:00,61.0
36,2023-02-25 08:45:00-05:00,2023-02-25 08:59:59-05:00,67.0
37,2023-02-25 09:00:00-05:00,2023-02-25 09:14:59-05:00,64.0
38,2023-02-25 09:15:00-05:00,2023-02-25 09:29:59-05:00,65.0
39,2023-02-25 09:30:00-05:00,2023-02-25 09:44:59-05:00,65.0
40,2023-02-25 09:45:00-05:00,2023-02-25 09:59:59-05:00,66.0
41,2023-02-25 10:00:00-05:00,2023-02-25 10:14:59-05:00,68.0
42,2023-02-25 10:15:00-05:00,2023-02-25 10:29:59-05:00,68.0
43,2023-02-25 10:30:00-05:00,2023-02-25 10:44:59-05:00,69.0
44,2023-02-25 10:45:00-05:00,2023-02-25 10:59:59-05:00,69.0
45,2023-02-25 11:00:00-05:00,2023-02-25 11:14:59-05:00,74.0
46,2023-02-25 11:15:00-05:00,2023-02-25 11:29:59-05:00,79.0
47,2023-02-25 11:30:00-05:00,2023-02-25 11:44:59-05:00,79.0
48,2023-02-25 11:45:00-05:00,2023-02-25 11:59:59-05:00,78.0
49,2023-02-25 12:00:00-05:00,2023-02-25 12:14:59-05:00,76.0
50,2023-02-25 12:15:00-05:00,2023-02-25 12:29:59-05:00,77.0
51,2023-02-25 12:30:00-05:00,2023-02-25 12:44:59-05:00,76.0
52,2023-02-25 12:45:00-05:00,2023-02-25 12:59:59-05:00,75.0
53,2023-02-25 13:00:00-05:00,2023-02-25 13:14:59-05:00,75.0
54,2023-02-25 13:15:00-05:00,2023-02-25 13:29:59-05:00,77.0
55,2023-02-25 13:30:00-05:00,2023-02-25 13:44:59-05:00,81.0
56,2023-02-25 13:45:00-05:00,2023-02-25 13:59:59-05:00,80.0
57,2023-02-25 14:00:00-05:00,2023-02-25 14:14:59-05:00,81.0
58,2023-02-25 14:15:00-05:00,2023-02-25 14:29:59-05:00,84.0
59,2023-02-25 14:30:00-05:00,2023-02-25 14:44:59-05:00,82.0
60,2023-02-25 14:45:00-05:00,2023-02-25 14:59:59-05:00,88.0
61,2023-02-25 15:00:00-05:00,2023-02-25 15:14:59-05:00,93.0
62,2023-02-25 15:15:00-05:00,2023-02-25 15:29:59-05:00,93.0
63,2023-02-25 15:30:00-05:00,2023-02-25 15:44:59-05:00,96.0
64,2023-02-25 15:45:00-05:00,2023-02-25 15:59:59-05:00,98.0
65,2023-02-25 16:00:00-05:00,2023-02-25 16:14:59-05:00,95.0
66,2023-02-25 16:15:00-05:00,2023-02-25 16:29:59-05:00,99.0
67,2023-02-25 16:30:00-05:00,2023-02-25 16:44:59-05:00,93.0
68,2023-02-25 16:45:00-05:00,2023-02-25 16:59:59-05:00,98.0
69,2023-02-25 17:00:00-05:00,2023-02-25 17:14:59-05:00,102.0
70,2023-02-25 17:15:00-05:00,2023-02-25 17:29:59-05:00,104.0
71,2023-02-25 17:30:00-05:00,2023-02-25 17:44:59-05:00,99.0
72,2023-02-25 17:45:00-05:00,2023-02-25 17:59:59-05:00,92.0
73,2023-02-25 18:00:00-05:00,2023-02-25 18:14:59-05:00,91.0
74,2023-02-25 18:15:00-05:00,2023-02-25 18:29:59-05:00,90.0
75,2023-02-25 18:30:00-05:00,2023-02-25 18:44:59-05:00,85.0
76,2023-02-25 18:45:00-05:00,2023-02-25 18:59:59-05:00,82.0
77,2023-02-25 19:00:00-05:00,2023-02-25 19:14:59-05:00,84.0
78,2023-02-25 19:15:00-05:00,2023-02-25 19:29:59-05:00,82.0
79,2023-02-25 19:30:00-05:00,2023-02-25 19:44:59-05:00,81.0
80,2023-02-25 19:45:00-05:00,2023-02-25 19:59:59-05:00,82.0
81,2023-02-25 20:00:00-05:00,2023-02-25 20:14:59-05:00,82.0
82,2023-02-25 20:15:00-05:00,2023-02-25 20:29:59-05:00,79.0
83,2023-02-25 20:30:00-05:00,2023-02-25 20:44:59-05:00,76.0
84,2023-02-25 20:45:00-05:00,2023-02-25 20:59:59-05:00,79.0
85,2023-02-25 21:00:00-05:00,2023-02-25 21:14:59-05:00,75.0
86,2023-02-25 21:15:00-05:00,2023-02-25 21:29:59-05:00,77.0
87,2023-02-25 21:30:00-05:00,2023-02-25 21:44:59-05:00,77.0
88,2023-02-25 21:45:00-05:00,2023-02-25 21:59:59-05:00,75.0
89,2023-02-25 22:00:00-05:00,2023-02-25 22:14:59-05:00,77.0
90,2023-02-25 22:15:00-05:00,2023-02-25 22:29:59-05:00,71.0
91,2023-02-25 22:30:00-05:00,2023-02-25 22:44:59-05:00,73.0
92,2023-02-25 22:45:00-05:00,2023-02-25 22:59:59-05:00,69.0
93,2023-02-25 23:00:00-05:00,2023-02-25 23:14:59-05:00,71.0
94,2023-02-25 23:15:00-05:00,2023-02-25 23:29:59-05:00,72.0
95,2023-02-25 23:30:00-05:00,2023-02-25 23:44:59-05:00,63.0
96,2023-02-25 23:45:00-05:00,2023-02-25 23:59:59-05:00,63.0
1,2023-02-26 00:00:00-05:00,2023-02-26 00:14:59-05:00,61.0
2,2023-02-26 00:15:00-05:00,2023-02-26 00:29:59-05:00,61.0
3,2023-02-26 00:30:00-05:00,2023-02-26 00:44:59-05:00,60.0
4,2023-02-26 00:45:00-05:00,2023-02-26 00:59:59-05:00,60.0
5,2023-02-26 01:00:00-05:00,2023-02-26 01:14:59-05:00,62.0
6,2023-02-26 01:15:00-05:00,2023-02-26 01:29:59-05:00,60.0
7,2023-02-26 01:30:00-05:00,2023-02-26 01:44:59-05:00,62.0
8,2023-02-26 01:45:00-05:00,2023-02-26 01:59:59-05:00,59.0
9,2023-02-26 02:00:00-05:00,2023-02-26 02:14:59-05:00,61.0
10,2023-02-26 02:15:00-05:00,2023-02-26 02:29:59-05:00,67.0
11,2023-02-26 02:30:00-05:00,2023-02-26 02:44:59-05:00,65.0
12,2023-02-26 02:45:00-05:00,2023-02-26 02:59:59-05:00,63.0
13,2023-02-26 03:00:00-05:00,2023-02-26 03:14:59-05:00,63.0
14,2023-02-26 03:15:00-05:00,2023-02-26 03:29:59-05:00,61.0
15,2023-02-26 03:30:00-05:00,2023-02-26 03:44:59-05:00,60.0
16,2023-02-26 03:45:00-05:00,2023-02-26 03:59:59-05:00,61.0
17,2023-02-26 04:00:00-05:00,2023-02-26 04:14:59-05:00,57.0
18,2023-02-26 04:15:00-05:00,2023-02-26 04:29:59-05:00,58.0
19,2023-02-26 04:30:00-05:00,2023-02-26 04:44:59-05:00,57.0
20,2023-02-26 04:45:00-05:00,2023-02-26 04:59:59-05:00,57.0
21,2023-02-26 05:00:00-05:00,2023-02-26 05:14:59-05:00,56.0
22,2023-02-26 05:15:00-05:00,2023-02-26 05:29:59-05:00,59.0
23,2023-02-26 05:30:00-05:00,2023-02-26 05:44:59-05:00,56.0
24,2023-02-26 05:45:00-05:00,2023-02-26 05:59:59-05:00,57.0
25,2023-02-26 06:00:00-05:00,2023-02-26 06:14:59-05:00,57.0
26,2023-02-26 06:15:00-05:00,2023-02-26 06:29:59-05:00,58.0
27,2023-02-26 06:30:00-05:00,2023-02-26 06:44:59-05:00,60.0
28,2023-02-26 06:45:00-05:00,2023-02-26 06:59:59-05:00,57.0
29,2023-02-26 07:00:00-05:00,2023-02-26 07:14:59-05:00,58.0
30,2023-02-26 07:15:00-05:00,2023-02-26 07:29:59-05:00,65.0
31,2023-02-26 07:30:00-05:00,2023-02-26 07:44:59-05:00,67.0
32,2023-02-26 07:45:00-05:00,2023-02-26 07:59:59-05:00,69.0
33,2023-02-26 08:00:00-05:00,2023-02-26 08:14:59-05:00,69.0
34,2023-02-26 08:15:00-05:00,2023-02-26 08:29:59-05:00,69.0
35,2023-02-26 08:30:00-05:00,2023-02-26 08:44:59-05:00,74.0
36,2023-02-26 08:45:00-05:00,2023-02-26 08:59:59-05:00,70.0
37,2023-02-26 09:00:00-05:00,2023-02-26 09:14:59-05:00,72.0
38,2023-02-26 09:15:00-05:00,2023-02-26 09:29:59-05:00,73.0
39,2023-02-26 09:30:00-05:00,2023-02-26 09:44:59-05:00,72.0
40,2023-02-26 09:45:00-05:00,2023-02-26 09:59:59-05:00,71.0
41,2023-02-26 10:00:00-05:00,2023-02-26 10:14:59-05:00,70.0
42,2023-02-26 10:15:00-05:00,2023-02-26 10:29:59-05:00,71.0
43,2023-02-26 10:30:00-05:00,2023-02-26 10:44:59-05:00,65.0
44,2023-02-26 10:45:00-05:00,2023-02-26 10:59:59-05:00,69.0
45,2023-02-26 11:00:00-05:00,2023-02-26 11:14:59-05:00,67.0
46,2023-02-26 11:15:00-05:00,2023-02-26 11:29:59-05:00,71.0
47,2023-02-26 11:30:00-05:00,2023-02-26 11:44:59-05:00,67.0
48,2023-02-26 11:45:00-05:00,2023-02-26 11:59:59-05:00,67.0
49,2023-02-26 12:00:00-05:00,2023-02-26 12:14:59-05:00,71.0
50,2023-02-26 12:15:00-05:00,2023-02-26 12:29:59-05:00,66.0
51,2023-02-26 12:30:00-05:00,2023-02-26 12:44:59-05:00,70.0
52,2023-02-26 12:45:00-05:00,2023-02-26 12:59:59-05:00,71.0
53,2023-02-26 13:00:00-05:00,2023-02-26 13:14:59-05:00,74.0
54,2023-02-26 13:15:00-05:00,2023-02-26 13:29:59-05:00,74.0
55,2023-02-26 13:30:00-05:00,2023-02-26 13:44:59-05:00,76.0
56,2023-02-26 13:45:00-05:00,2023-02-26 13:59:59-05:00,74.0
57,2023-02-26 14:00:00-05:00,2023-02-26 14:14:59-05:00,78.0
58,2023-02-26 14:15:00-05:00,2023-02-26 14:29:59-05:00,79.0
59,2023-02-26 14:30:00-05:00,2023-02-26 14:44:59-05:00,80.0
60,2023-02-26 14:45:00-05:00,2023-02-26 14:59:59-05:00,81.0
61,2023-02-26 15:00:00-05:00,2023-02-26 15:14:59-05:00,77.0
62,2023-02-26 15:15:00-05:00,2023-02-26 15:29:59-05:00,78.0
63,2023-02-26 15:30:00-05:00,2023-02-26 15:44:59-05:00,81.0
64,2023-02-26 15:45:00-05:00,2023-02-26 15:59:59-05:00,80.0
65,2023-02-26 16:00:00-05:00,2023-02-26 16:14:59-05:00,81.0
66,2023-02-26 16:15:00-05:00,2023-02-26 16:29:59-05:00,85.0
67,2023-02-26 16:30:00-05:00,2023-02-26 16:44:59-05:00,80.0
68,2023-02-26 16:45:00-05:00,2023-02-26 16:59:59-05:00,82.0
69,2023-02-26 17:00:00-05:00,2023-02-26 17:14:59-05:00,83.0
70,2023-02-26 17:15:00-05:00,2023-02-26 17:29:59-05:00,81.0
71,2023-02-26 17:30:00-05:00,2023-02-26 17:44:59-05:00,80.0
72,2023-02-26 17:45:00-05:00,2023-02-26 17:59:59-05:00,80.0
73,2023-02-26 18:00:00-05:00,2023-02-26 18:14:59-05:00,81.0
74,2023-02-26 18:15:00-05:00,2023-02-26 18:29:59-05:00,78.0
75,2023-02-26 18:30:00-05:00,2023-02-26 18:44:59-05:00,79.0
76,2023-02-26 18:45:00-05:00,2023-02-26 18:59:59-05:00,77.0
77,2023-02-26 19:00:00-05:00,2023-02-26 19:14:59-05:00,79.0
78,2023-02-26 19:15:00-05:00,2023-02-26 19:29:59-05:00,79.0
79,2023-02-26 19:30:00-05:00,2023-02-26 19:44:59-05:00,75.0
80,2023-02-26 19:45:00-05:00,2023-02-26 19:59:59-05:00,75.0
81,2023-02-26 20:00:00-05:00,2023-02-26 20:14:59-05:00,73.0
82,2023-02-26 20:15:00-05:00,2023-02-26 20:29:59-05:00,75.0
83,2023-02-26 20:30:00-05:00,2023-02-26 20:44:59-05:00,73.0
84,2023-02-26 20:45:00-05:00,2023-02-26 20:59:59-05:00,73.0
85,2023-02-26 21:00:00-05:00,2023-02-26 21:14:59-05:00,72.0
86,2023-02-26 21:15:00-05:00,2023-02-26 21:29:59-05:00,71.0
87,2023-02-26 21:30:00-05:00,2023-02-26 21:44:59-05:00,70.0
88,2023-02-26 21:45:00-05:00,2023-02-26 21:59:59-05:00,72.0
89,2023-02-26 22:00:00-05:00,2023-02-26 22:14:59-05:00,71.0
90,2023-02-26 22:15:00-05:00,2023-02-26 22:29:59-05:00,65.0
91,2023-02-26 22:30:00-05:00,2023-02-26 22:44:59-05:00,65.0
92,2023-02-26 22:45:00-05:00,2023-02-26 22:59:59-05:00,64.0
93,2023-02-26 23:00:00-05:00,2023-02-26 23:14:59-05:00,60.0
94,2023-02-26 23:15:00-05:00,2023-02-26 23:29:59-05:00,60.0
95,2023-02-26 23:30:00-05:00,2023-02-26 23:44:59-05:00,61.0
96,2023-02-26 23:45:00-05:00,2023-02-26 23:59:59-05:00,57.0
1,2023-02-27 00:00:00-05:00,2023-02-27 00:14:59-05:00,61.0
2,2023-02-27 00:15:00-05:00,2023-02-27 00:29:59-05:00,59.0
3,2023-02-27 00:30:00-05:00,2023-02-27 00:44:59-05:00,59.0
4,2023-02-27 00:45:00-05:00,2023-02-27 00:59:59-05:00,57.0
5,2023-02-27 01:00:00-05:00,2023-02-27 01:14:59-05:00,60.0
6,2023-02-27 01:15:00-05:00,2023-02-27 01:29:59-05:00,61.0
7,2023-02-27 01:30:00-05:00,2023-02-27 01:44:59-05:00,63.0
8,2023-02-27 01:45:00-05:00,2023-02-27 01:59:59-05:00,63.0
9,2023-02-27 02:00:00-05:00,2023-02-27 02:14:59-05:00,61.0
10,2023-02-27 02:15:00-05:00,2023-02-27 02:29:59-05:00,63.0
11,2023-02-27 02:30:00-05:00,2023-02-27 02:44:59-05:00,59.0
12,2023-02-27 02:45:00-05:00,2023-02-27 02:59:59-05:00,58.0
13,2023-02-27 03:00:00-05:00,2023-02-27 03:14:59-05:00,61.0
14,2023-02-27 03:15:00-05:00,2023-02-27 03:29:59-05:00,59.0
15,2023-02-27 03:30:00-05:00,2023-02-27 03:44:59-05:00,64.0
16,2023-02-27 03:45:00-05:00,2023-02-27 03:59:59-05:00,66.0
17,2023-02-27 04:00:00-05:00,2023-02-27 04:14:59-05:00,72.0
18,2023-02-27 04:15:00-05:00,2023-02-27 04:29:59-05:00,69.0
19,2023-02-27 04:30:00-05:00,2023-02-27 04:44:59-05:00,72.0
20,2023-02-27 04:45:00-05:00,2023-02-27 04:59:59-05:00,73.0
21,2023-02-27 05:00:00-05:00,2023-02-27 05:14:59-05:00,73.0
22,2023-02-27 05:15:00-05:00,2023-02-27 05:29:59-05:00,76.0
23,2023-02-27 05:30:00-05:00,2023-02-27 05:44:59-05:00,75.0
24,2023-02-27 05:45:00-05:00,2023-02-27 05:59:59-05:00,76.0
25,2023-02-27 06:00:00-05:00,2023-02-27 06:14:59-05:00,81.0
26,2023-02-27 06:15:00-05:00,2023-02-27 06:29:59-05:00,78.0
27,2023-02-27 06:30:00-05:00,2023-02-27 06:44:59-05:00,80.0
28,2023-02-27 06:45:00-05:00,2023-02-27 06:59:59-05:00,79.0
29,2023-02-27 07:00:00-05:00,2023-02-27 07:14:59-05:00,80.0
30,2023-02-27 07:15:00-05:00,2023-02-27 07:29:59-05:00,81.0
31,2023-02-27 07:30:00-05:00,2023-02-27 07:44:59-05:00,76.0
32,2023-02-27 07:45:00-05:00,2023-02-27 07:59:59-05:00,76.0
33,2023-02-27 08:00:00-05:00,2023-02-27 08:14:59-05:00,81.0
34,2023-02-27 08:15:00-05:00,2023-02-27 08:29:59-05:00,76.0
35,2023-02-27 08:30:00-05:00,2023-02-27 08:44:59-05:00,76.0
36,2023-02-27 08:45:00-05:00,2023-02-27 08:59:59-05:00,81.0
37,2023-02-27 09:00:00-05:00,2023-02-27 09:14:59-05:00,81.0
38,2023-02-27 09:15:00-05:00,2023-02-27 09:29:59-05:00,84.0
39,2023-02-27 09:30:00-05:00,2023-02-27 09:44:59-05:00,83.0
40,2023-02-27 09:45:00-05:00,2023-02-27 09:59:59-05:00,83.0
41,2023-02-27 10:00:00-05:00,2023-02-27 10:14:59-05:00,95.0
42,2023-02-27 10:15:00-05:00,2023-02-27 10:29:59-05:00,100.0
43,2023-02-27 10:30:00-05:00,2023-02-27 10:44:59-05:00,89.0
44,2023-02-27 10:45:00-05:00,2023-02-27 10:59:59-05:00,88.0
45,2023-02-27 11:00:00-05:00,2023-02-27 11:14:59-05:00,90.0
46,2023-02-27 11:15:00-05:00,2023-02-27 11:29:59-05:00,94.0
47,2023-02-27 11:30:00-05:00,2023-02-27 11:44:59-05:00,93.0
48,2023-02-27 11:45:00-05:00,2023-02-27 11:59:59-05:00,97.0
49,2023-02-27 12:00:00-05:00,2023-02-27 12:14:59-05:00,95.0
50,2023-02-27 12:15:00-05:00,2023-02-27 12:29:59-05:00,93.0
51,2023-02-27 12:30:00-05:00,2023-02-27 12:44:59-05:00,89.0
52,2023-02-27 12:45:00-05:00,2023-02-27 12:59:59-05:00,93.0
53,2023-02-27 13:00:00-05:00,2023-02-27 13:14:59-05:00,91.0
54,2023-02-27 13:15:00-05:00,2023-02-27 13:29:59-05:00,94.0
55,2023-02-27 13:30:00-05:00,2023-02-27 13:44:59-05:00,95.0
56,2023-02-27 13:45:00-05:00,2023-02-27 13:59:59-05:00,94.0
57,2023-02-27 14:00:00-05:00,2023-02-27 14:14:59-05:00,92.0
58,2023-02-27 14:15:00-05:00,2023-02-27 14:29:59-05:00,95.0
59,2023-02-27 14:30:00-05:00,2023-02-27 14:44:59-05:00,92.0
60,2023-02-27 14:45:00-05:00,2023-02-27 14:59:59-05:00,93.0
61,2023-02-27 15:00:00-05:00,2023-02-27 15:14:59-05:00,94.0
62,2023-02-27 15:15:00-05:00,2023-02-27 15:29:59-05:00,95.0
63,2023-02-27 15:30:00-05:00,2023-02-27 15:44:59-05:00,92.0
64,2023-02-27 15:45:00-05:00,2023-02-27 15:59:59-05:00,95.0
65,2023-02-27 16:00:00-05:00,2023-02-27 16:14:59-05:00,93.0
66,2023-02-27 16:15:00-05:00,2023-02-27 16:29:59-05:00,93.0
67,2023-02-27 16:30:00-05:00,2023-02-27 16:44:59-05:00,90.0
68,2023-02-27 16:45:00-05:00,2023-02-27 16:59:59-05:00,89.0
69,2023-02-27 17:00:00-05:00,2023-02-27 17:14:59-05:00,87.0
70,2023-02-27 17:15:00-05:00,2023-02-27 17:29:59-05:00,87.0
71,2023-02-27 17:30:00-05:00,2023-02-27 17:44:59-05:00,87.0
72,2023-02-27 17:45:00-05:00,2023-02-27 17:59:59-05:00,86.0
73,2023-02-27 18:00:00-05:00,2023-02-27 18:14:59-05:00,88.0
74,2023-02-27 18:15:00-05:00,2023-02-27 18:29:59-05:00,85.0
75,2023-02-27 18:30:00-05:00,2023-02-27 18:44:59-05:00,87.0
76,2023-02-27 18:45:00-05:00,2023-02-27 18:59:59-05:00,85.0
77,2023-02-27 19:00:00-05:00,2023-02-27 19:14:59-05:00,85.0
78,2023-02-27 19:15:00-05:00,2023-02-27 19:29:59-05:00,84.0
79,2023-02-27 19:30:00-05:00,2023-02-27 19:44:59-05:00,84.0
80,2023-02-27 19:45:00-05:00,2023-02-27 19:59:59-05:00,86.0
81,2023-02-27 20:00:00-05:00,2023-02-27 20:14:59-05:00,80.0
82,2023-02-27 20:15:00-05:00,2023-02-27 20:29:59-05:00,81.0
83,2023-02-27 20:30:00-05:00,2023-02-27 20:44:59-05:00,82.0
84,2023-02-27 20:45:00-05:00,2023-02-27 20:59:59-05:00,81.0
85,2023-02-27 21:00:00-05:00,2023-02-27 21:14:59-05:00,81.0
86,2023-02-27 21:15:00-05:00,2023-02-27 21:29:59-05:00,82.0
87,2023-02-27 21:30:00-05:00,2023-02-27 21:44:59-05:00,84.0
88,2023-02-27 21:45:00-05:00,2023-02-27 21:59:59-05:00,79.0
89,2023-02-27 22:00:00-05:00,2023-02-27 22:14:59-05:00,80.0
90,2023-02-27 22:15:00-05:00,2023-02-27 22:29:59-05:00,75.0
91,2023-02-27 22:30:00-05:00,2023-02-27 22:44:59-05:00,72.0
92,2023-02-27 22:45:00-05:00,2023-02-27 22:59:59-05:00,70.0
93,2023-02-27 23:00:00-05:00,2023-02-27 23:14:59-05:00,70.0
94,2023-02-27 23:15:00-05:00,2023-02-27 23:29:59-05:00,69.0
95,2023-02-27 23:30:00-05:00,2023-02-27 23:44:59-05:00,68.0
96,2023-02-27 23:45:00-05:00,2023-02-27 23:59:59-05:00,67.0
1,2023-02-28 00:00:00-05:00,2023-02-28 00:14:59-05:00,65.0
2,2023-02-28 00:15:00-05:00,2023-02-28 00:29:59-05:00,65.0
3,2023-02-28 00:30:00-05:00,2023-02-28 00:44:59-05:00,69.0
4,2023-02-28 00:45:00-05:00,2023-02-28 00:59:59-05:00,66.0
5,2023-02-28 01:00:00-05:00,2023-02-28 01:14:59-05:00,67.0
6,2023-02-28 01:15:00-05:00,2023-02-28 01:29:59-05:00,67.0
7,2023-02-28 01:30:00-05:00,2023-02-28 01:44:59-05:00,70.0
8,2023-02-28 01:45:00-05:00,2023-02-28 01:59:59-05:00,68.0
9,2023-02-28 02:00:00-05:00,2023-02-28 02:14:59-05:00,71.0
10,2023-02-28 02:15:00-05:00,2023-02-28 02:29:59-05:00,70.0
11,2023-02-28 02:30:00-05:00,2023-02-28 02:44:59-05:00,65.0
12,2023-02-28 02:45:00-05:00,2023-02-28 02:59:59-05:00,68.0
13,2023-02-28 03:00:00-05:00,2023-02-28 03:14:59-05:00,66.0
14,2023-02-28 03:15:00-05:00,2023-02-28 03:29:59-05:00,70.0
15,2023-02-28 03:30:00-05:00,2023-02-28 03:44:59-05:00,66.0
16,2023-02-28 03:45:00-05:00,2023-02-28 03:59:59-05:00,71.0
17,2023-02-28 04:00:00-05:00,2023-02-28 04:14:59-05:00,70.0
18,2023-02-28 04:15:00-05:00,2023-02-28 04:29:59-05:00,67.0
19,2023-02-28 04:30:00-05:00,2023-02-28 04:44:59-05:00,68.0
20,2023-02-28 04:45:00-05:00,2023-02-28 04:59:59-05:00,67.0
21,2023-02-28 05:00:00-05:00,2023-02-28 05:14:59-05:00,68.0
22,2023-02-28 05:15:00-05:00,2023-02-28 05:29:59-05:00,69.0
23,2023-02-28 05:30:00-05:00,2023-02-28 05:44:59-05:00,67.0
24,2023-02-28 05:45:00-05:00,2023-02-28 05:59:59-05:00,69.0
25,2023-02-28 06:00:00-05:00,2023-02-28 06:14:59-05:00,76.0
26,2023-02-28 06:15:00-05:00,2023-02-28 06:29:59-05:00,75.0
27,2023-02-28 06:30:00-05:00,2023-02-28 06:44:59-05:00,79.0
28,2023-02-28 06:45:00-05:00,2023-02-28 06:59:59-05:00,83.0
29,2023-02-28 07:00:00-05:00,2023-02-28 07:14:59-05:00,78.0
30,2023-02-28 07:15:00-05:00,2023-02-28 07:29:59-05:00,77.0
31,2023-02-28 07:30:00-05:00,2023-02-28 07:44:59-05:00,81.0
32,2023-02-28 07:45:00-05:00,2023-02-28 07:59:59-05:00,83.0
33,2023-02-28 08:00:00-05:00,2023-02-28 08:14:59-05:00,83.0
34,2023-02-28 08:15:00-05:00,2023-02-28 08:29:59-05:00,81.0
35,2023-02-28 08:30:00-05:00,2023-02-28 08:44:59-05:00,82.0
36,2023-02-28 08:45:00-05:00,2023-02-28 08:59:59-05:00,80.0
37,2023-02-28 09:00:00-05:00,2023-02-28 09:14:59-05:00,81.0
38,2023-02-28 09:15:00-05:00,2023-02-28 09:29:59-05:00,81.0
39,2023-02-28 09:30:00-05:00,2023-02-28 09:44:59-05:00,86.0
40,2023-02-28 09:45:00-05:00,2023-02-28 09:59:59-05:00,93.0
41,2023-02-28 10:00:00-05:00,2023-02-28 10:14:59-05:00,91.0
42,2023-02-28 10:15:00-05:00,2023-02-28 10:29:59-05:00,93.0
43,2023-02-28 10:30:00-05:00,2023-02-28 10:44:59-05:00,98.0
44,2023-02-28 10:45:00-05:00,2023-02-28 10:59:59-05:00,98.0
45,2023-02-28 11:00:00-05:00,2023-02-28 11:14:59-05:00,94.0
46,2023-02-28 11:15:00-05:00,2023-02-28 11:29:59-05:00,93.0
47,2023-02-28 11:30:00-05:00,2023-02-28 11:44:59-05:00,92.0
48,2023-02-28 11:45:00-05:00,2023-02-28 11:59:59-05:00,94.0
49,2023-02-28 12:00:00-05:00,2023-02-28 12:14:59-05:00,93.0
50,2023-02-28 12:15:00-05:00,2023-02-28 12:29:59-05:00,91.0
51,2023-02-28 12:30:00-05:00,2023-02-28 12:44:59-05:00,95.0
52,2023-02-28 12:45:00-05:00,2023-02-28 12:59:59-05:00,91.0
53,2023-02-28 13:00:00-05:00,2023-02-28 13:14:59-05:00,97.0
54,2023-02-28 13:15:00-05:00,2023-02-28 13:29:59-05:00,95.0
55,2023-02-28 13:30:00-05:00,2023-02-28 13:44:59-05:00,101.0
56,2023-02-28 13:45:00-05:00,2023-02-28 13:59:59-05:00,98.0
57,2023-02-28 14:00:00-05:00,2023-02-28 14:14:59-05:00,103.0
58,2023-02-28 14:15:00-05:00,2023-02-28 14:29:59-05:00,115.0
